date,ticker,quality_pass,passed_tradability_filter,tradability_exclusion_reason,exclusion_reason,final_exclusion_reason,warning,local_ohlcv_available,yahoo_fetch_attempted,yahoo_fetch_success,latest_price,median_20d_dollar_volume,median_60d_dollar_volume,avg_volume_20d,market_cap,history_days,trading_history_days,max_abs_1d_move_60d,realized_vol_20d_ann,realized_vol_60d,missing_ohlcv_ratio,suspicious_spike_gap
2026-08-13,ABTS,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,1.4950000047683716,23539.999854564667,39682.45002925396,271891.2,,775,775,1.1572582055228269,1.2613111675605109,2.764179625333455,0.0,True
2026-08-13,ABVC,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5",,True,False,False,1.7699999809265137,153419.99886631966,123006.50028586388,152842.55,,752,752,0.13157892810560834,0.8581049211261084,0.7482947262691172,0.0,False
2026-08-13,ABVX,False,False,60D annualized volatility above 120%; reverse split/extreme discontinuity suspected,missing OHLCV data above 5%; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected,missing OHLCV data above 5%; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected,,True,False,False,130.76499938964844,169073827.19802856,149979900.94795227,2222095.75,,773,773,0.44097464233794437,1.4317033679414204,1.4248881957395219,0.10866752910737387,False
2026-08-13,ACB,False,False,"median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5",,True,False,False,3.759999990463257,3341213.5027885437,2990483.498632908,1768248.15,,753,753,0.20588227286980643,0.8040707504235917,0.596284397308355,0.0,False
2026-08-13,ACDC,False,False,"median 60D dollar volume below $50,000,000; current price below $5; less than 2 years of trading history","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5; less than 2 years of trading history","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5; less than 2 years of trading history",,True,False,False,3.859999895095825,5855652.274894714,8627559.099268913,1551878.2,,502,502,0.14317429588459374,0.9265919635171331,0.9412117527462459,0.0,False
2026-08-13,ACFN,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history",,True,False,False,20.18000030517578,132747.0012664795,131812.49904632568,12015.0,,501,501,0.13385013444589744,0.48920256488564295,0.5258297635582057,0.0,False
2026-08-13,ACOG,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares","median 20D dollar volume below $20,000,000; missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares","median 20D dollar volume below $20,000,000; missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares",,True,False,False,8.5,291801.9907474518,244617.99755096436,50658.4,,752,752,0.11148079433292146,0.5506056099338291,0.5903203994023887,0.4521276595744681,False
2026-08-13,ACRV,False,False,"median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5",,True,False,False,2.130000114440918,642252.9907345772,745684.4837486744,501912.25,,756,756,0.1297296687753824,0.5706474265892821,0.7119342223092745,0.0,False
2026-08-13,ADIL,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; 60D annualized volatility above 120%","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; 60D annualized volatility above 120%","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; 60D annualized volatility above 120%",,True,False,False,4.099999904632568,136503.49793434143,142672.49792814255,52042.35,,502,502,0.37962958363839316,0.5510156772118076,1.231730292635284,0.0,False
2026-08-13,ADVB,False,False,"median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%",,True,False,False,14.359999656677246,149812.499833107,73898.9996433258,5216738.35,,776,776,0.7693835481707418,3.9834906365653686,2.6143198627672315,0.5502577319587629,True
2026-08-13,AEHL,False,False,"median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,0.3434000015258789,248827.4943858385,290862.99726963043,10309545.15,,782,782,0.7156398414866654,2.0835556884487563,2.550967219031671,0.0,True
2026-08-13,AEMD,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,3.2039999961853027,48371.99837565422,188181.50359988213,138333.35,,501,501,4.3333330925064955,15.035697541286774,8.942064373253867,0.0,True
2026-08-13,AEVA,False,False,"median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","20D realized volatility above 150% annualized; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","20D realized volatility above 150% annualized; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%",,True,False,False,25.885099411010746,23200740.21129608,40280401.165771484,1445714.8,,778,778,0.3199948294416035,1.6378252882877755,1.4749433666572855,0.0,False
2026-08-13,AEYE,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares",,True,False,False,7.239999771118164,610238.9954090118,788644.9953079224,179621.2,,752,752,0.11213510239180335,0.7403310448808315,0.6483850330551633,0.0,False
2026-08-13,AFJK,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","manual blacklist: unstable/low-quality growth paper ticker; median 20D dollar volume below $20,000,000; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","manual blacklist: unstable/low-quality growth paper ticker; median 20D dollar volume below $20,000,000; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,11.755800247192385,281545.49674987793,123864.89810943604,26252.75,,520,520,0.5170475801649181,0.2665945304129667,1.2774270037762843,0.0,True
2026-08-13,AGEN,False,False,"median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%",,True,False,False,6.130000114440918,7516421.082520485,2351902.4779200554,10617385.0,,510,510,0.8268656894873345,3.012715482531324,1.887956653839225,0.0,True
2026-08-13,AGMH,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,1.000100016593933,47196.00187540054,55167.0007109642,82268.05882352941,,753,753,0.21782175354742062,1.1470861587865384,1.2288969070545257,0.00398406374501992,False
2026-08-13,AHG,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5",,True,False,False,1.51010000705719,10493.000090122223,334411.00734472275,13534.85,,754,754,0.15196075910607076,0.8360495892143633,0.8051486484644418,0.0,False
2026-08-13,AIFA,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%","price below $5; median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%","price below $5; median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%",,True,False,False,2.9928998947143555,28981.500166654587,103522.62263083458,491170.9,,753,753,0.5071091113076966,2.1465036695791087,1.548719918231221,0.0,True
2026-08-13,AIFF,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; reverse split/extreme discontinuity suspected",,True,False,False,1.1799999475479126,95726.99744105339,275020.00191807747,87205.0,,510,510,0.1313131252316453,0.5514104015196104,0.6295352844001622,0.0,False
2026-08-13,AIHS,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5",,True,False,False,1.4500000476837158,28011.499577760696,11091.500353813171,42906.15,,755,755,0.12213747543469533,0.6740098444867934,0.6598848124586634,0.0,False
2026-08-13,AIIO,False,False,"median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,2.859999895095825,2860693.5265660286,5951409.045052528,989967.7,,784,784,1.1609195759291495,1.284097860323179,3.736015697078977,0.0,True
2026-08-13,AIOS,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,12.34000015258789,268863.00044059753,500514.00747299194,28295.0,,775,775,1.3605150987523644,1.179238945772138,3.159303994024965,0.0,True
2026-08-13,AIRE,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,1.3300000429153442,79949.99814033508,185485.49630641937,53985.0,,771,771,0.3358209050825006,0.8570126023140712,1.2195461673526593,0.11024643320363164,False
2026-08-13,AIRJ,False,False,"median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%",,True,False,False,5.880000114440918,4745499.955034256,5921862.062048912,1495348.8,,513,513,0.2387268169551151,1.3972755992975805,1.222139372747824,0.0,False
2026-08-13,AIRO,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history",,True,False,False,7.409999847412109,2546632.479071617,3317060.9904289246,452953.5,,278,278,0.21947879147354987,0.7924318827895369,0.9068713631825668,0.0,False
2026-08-13,AIRS,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history",,True,False,False,4.829999923706055,1886523.4772443771,2910928.4167528152,453648.85,,502,502,0.23880591438193322,0.49684490387806385,0.8430558940740808,0.0,False
2026-08-13,AIXC,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; reverse split/extreme discontinuity suspected","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; current price below $5; less than 2 years of trading history; reverse split/extreme discontinuity suspected",,True,False,False,0.8212000131607056,31431.349001824856,44396.998846530914,43931.55,,501,501,0.13000003496805823,1.103995463534197,0.9563295719502687,0.0,False
2026-08-13,AIXI,False,False,"median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","manual blacklist: unstable/low-quality growth paper ticker; price below $5; median 20D dollar volume below $20,000,000; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","manual blacklist: unstable/low-quality growth paper ticker; price below $5; median 20D dollar volume below $20,000,000; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; current price below $5; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,1.059999942779541,266612.50525712967,1276084.9884986877,805748.15,,520,520,0.5111821356392954,1.1032010308262996,1.6075055544705654,0.0,True
2026-08-13,AKBA,False,False,"median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5",,True,False,False,0.9164999723434448,2733551.429736614,4213813.423269987,2446079.85,,773,773,0.28953488415074546,1.0796612584504632,0.8775592511359296,0.0,False
2026-08-13,AKTX,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected","median 20D dollar volume below $20,000,000; 1D absolute move above 80% in last 60D; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%; reverse split/extreme discontinuity suspected",,True,False,False,7.5,374169.49577331543,573104.9981117249,37450.0,,783,783,2.55447488955978,0.745224483919122,5.6305521566856,0.0,True
2026-08-13,ALDX,False,False,"median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5",,True,False,False,2.430000066757202,3288977.9682159424,1937314.0132784843,1834203.65,,752,752,0.14838711364460333,0.9632921707215795,0.7820778414402335,0.0,False
2026-08-13,ALEC,False,False,"median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5","price below $5; median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; current price below $5",,True,False,False,1.8600000143051147,1095835.9816432,1073853.0089735985,891963.65,,753,753,0.17674412054265365,0.7913747770567209,0.8120620043080193,0.0,False
2026-08-13,ALGS,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares",,True,False,False,6.619999885559082,424262.01384067535,719982.9811573029,287590.0,,754,754,0.15102971732175952,0.6567647311190477,0.796901124655242,0.0,False
2026-08-13,ALMS,False,False,"median 60D dollar volume below $50,000,000; reverse split/extreme discontinuity suspected","missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; reverse split/extreme discontinuity suspected","missing OHLCV data above 5%; median 60D dollar volume below $50,000,000; reverse split/extreme discontinuity suspected",,True,False,False,30.299999237060547,37070725.32157898,27560039.746570587,1898957.4,,753,753,0.155502395182749,0.6965414730123324,0.6435059528013816,0.3253652058432935,False
2026-08-13,ALNT,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history","median 20D dollar volume below $20,000,000; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; less than 2 years of trading history",,True,False,False,107.95500183105467,19502540.896224976,21486437.45288849,243707.5,,502,502,0.15769438960916538,0.741212985539081,0.6954562865411711,0.0,False
2026-08-13,ALOT,False,False,"median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%","median 20D dollar volume below $20,000,000; 20D realized volatility above 150% annualized; suspicious spike/gap behavior; median 60D dollar volume below $50,000,000; 20D average volume below 500,000 shares; 60D annualized volatility above 120%",,True,False,False,28.420000076293945,1283429.9907684326,740849.485874176,249234.55,,752,752,0.6986218978015437,2.433455995780765,1.4789205366607245,0.0,True
2026-08-13,ALOY,False,False,"median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%","median 60D dollar volume below $50,000,000; 60D annualized volatility above 120%",,True,False,False,10.229999542236328,22563962.35449314,27845634.192991257,2795649.25,,784,784,0.199781654387589,1.3499331856167611,1.3170406663832677,0.0,False
